,TeamName,Link,Country
333,FC Prishtina,/wiki/FC_Prishtina,Kosovo
334,KF Feronikeli,/wiki/KF_Feronikeli,Kosovo
335,FC Llapi,/wiki/FC_Llapi,Kosovo
336,KF Drenica,/wiki/KF_Drenica,Kosovo
337,KF Flamurtari,/wiki/KF_Flamurtari,Kosovo
338,KF Ferizaj,/wiki/KF_Ferizaj,Kosovo
339,KF Vushtrria,/wiki/KF_Vushtrria,Kosovo
340,KF Dukagjini,/wiki/KF_Dukagjini,Kosovo
341,FK RFS,/wiki/FK_RFS,Latvia
342,Valmiera FC,/wiki/Valmiera_FC,Latvia
343,FK Liepāja,/wiki/FK_Liep%C4%81ja,Latvia
344,Riga FC,/wiki/Riga_FC,Latvia
345,FK Spartaks Jūrmala,/wiki/FK_Spartaks_J%C5%ABrmala,Latvia
346,BFC Daugavpils,/wiki/BFC_Daugavpils,Latvia
347,FK Metta,/wiki/FK_Metta,Latvia
348,FC Noah Jūrmala (page does not exist),/w/index.php?title=FC_Noah_J%C5%ABrmala&action=edit&redlink=1,Latvia
349,FK Ventspils,/wiki/FK_Ventspils,Latvia
350,FK Žalgiris,/wiki/FK_%C5%BDalgiris,Lithuania
351,FC Hegelmann,/wiki/FC_Hegelmann,Lithuania
352,FK Kauno Žalgiris,/wiki/FK_Kauno_%C5%BDalgiris,Lithuania
353,FK Panevėžys,/wiki/FK_Panev%C4%97%C5%BEys,Lithuania
354,FK Sūduva,/wiki/FK_S%C5%ABduva,Lithuania
355,FK Riteriai,/wiki/FK_Riteriai,Lithuania
356,FA Šiauliai,/wiki/FA_%C5%A0iauliai,Lithuania
357,FK Banga Gargždai,/wiki/FK_Banga_Garg%C5%BEdai,Lithuania
358,FC Džiugas Telšiai,/wiki/FC_D%C5%BEiugas_Tel%C5%A1iai,Lithuania
359,FK Jonava,/wiki/FK_Jonava,Lithuania
360,CS Fola Esch,/wiki/CS_Fola_Esch,Luxembourg
361,FC Swift Hesperange,/wiki/FC_Swift_Hesperange,Luxembourg
362,Racing FC Union Luxembourg,/wiki/Racing_FC_Union_Luxembourg,Luxembourg
363,FC Progrès Niederkorn,/wiki/FC_Progr%C3%A8s_Niederkorn,Luxembourg
364,Jeunesse Esch,/wiki/Jeunesse_Esch,Luxembourg
365,US Hostert,/wiki/US_Hostert,Luxembourg
366,FC UNA Strassen,/wiki/FC_UNA_Strassen,Luxembourg
367,US Mondorf-les-Bains,/wiki/US_Mondorf-les-Bains,Luxembourg
368,FC Victoria Rosport,/wiki/FC_Victoria_Rosport,Luxembourg
369,FC RM Hamm Benfica,/wiki/FC_RM_Hamm_Benfica,Luxembourg
370,FC Etzella Ettelbruck,/wiki/FC_Etzella_Ettelbruck,Luxembourg
371,Union Titus Pétange,/wiki/Union_Titus_P%C3%A9tange,Luxembourg
372,Ħamrun Spartans F.C.,/wiki/%C4%A6amrun_Spartans_F.C.,Malta
373,Hibernians F.C.,/wiki/Hibernians_F.C.,Malta
374,Gżira United F.C.,/wiki/G%C5%BCira_United_F.C.,Malta
375,Birkirkara F.C.,/wiki/Birkirkara_F.C.,Malta
376,Sliema Wanderers F.C.,/wiki/Sliema_Wanderers_F.C.,Malta
377,Mosta F.C.,/wiki/Mosta_F.C.,Malta
378,Valletta F.C.,/wiki/Valletta_F.C.,Malta
379,St. Lucia F.C.,/wiki/St._Lucia_F.C.,Malta
380,Sirens F.C.,/wiki/Sirens_F.C.,Malta
381,Balzan F.C.,/wiki/Balzan_F.C.,Malta
382,Gudja United F.C.,/wiki/Gudja_United_F.C.,Malta
383,Floriana F.C.,/wiki/Floriana_F.C.,Malta
384,Żejtun Corinthians F.C.,/wiki/%C5%BBejtun_Corinthians_F.C.,Malta
385,Tarxien Rainbows F.C.,/wiki/Tarxien_Rainbows_F.C.,Malta
386,Lija Athletic F.C.,/wiki/Lija_Athletic_F.C.,Malta
387,Senglea Athletic F.C.,/wiki/Senglea_Athletic_F.C.,Malta
388,FC Sheriff Tiraspol,/wiki/FC_Sheriff_Tiraspol,Moldova
389,FC Sfântul Gheorghe Suruceni,/wiki/FC_Sf%C3%A2ntul_Gheorghe_Suruceni,Moldova
390,FC Petrocub Hîncești,/wiki/FC_Petrocub_H%C3%AEnce%C8%99ti,Moldova
391,FC Dinamo-Auto Tiraspol,/wiki/FC_Dinamo-Auto_Tiraspol,Moldova
392,FC Milsami Orhei,/wiki/FC_Milsami_Orhei,Moldova
393,Speranța Nisporeni,/wiki/Speran%C8%9Ba_Nisporeni,Moldova
394,FC Zimbru Chișinău,/wiki/FC_Zimbru_Chi%C8%99in%C4%83u,Moldova
395,FC Codru Lozova,/wiki/FC_Codru_Lozova,Moldova
396,FK Budućnost Podgorica,/wiki/FK_Budu%C4%87nost_Podgorica,Montenegro
397,FK Sutjeska Nikšić,/wiki/FK_Sutjeska_Nik%C5%A1i%C4%87,Montenegro
398,FK Dečić,/wiki/FK_De%C4%8Di%C4%87,Montenegro
399,FK Podgorica,/wiki/FK_Podgorica,Montenegro
400,FK Jezero,/wiki/FK_Jezero,Montenegro
401,FK Zeta,/wiki/FK_Zeta,Montenegro
402,FK Rudar Pljevlja,/wiki/FK_Rudar_Pljevlja,Montenegro
403,FK Iskra Danilovgrad,/wiki/FK_Iskra_Danilovgrad,Montenegro
404,OFK Petrovac,/wiki/OFK_Petrovac,Montenegro
405,OFK Titograd,/wiki/OFK_Titograd,Montenegro
406,AFC Ajax,/wiki/AFC_Ajax,Netherlands
407,PSV Eindhoven,/wiki/PSV_Eindhoven,Netherlands
408,AZ Alkmaar,/wiki/AZ_Alkmaar,Netherlands
409,SBV Vitesse,/wiki/SBV_Vitesse,Netherlands
410,Feyenoord,/wiki/Feyenoord,Netherlands
411,FC Utrecht,/wiki/FC_Utrecht,Netherlands
412,FC Groningen,/wiki/FC_Groningen,Netherlands
413,Sparta Rotterdam,/wiki/Sparta_Rotterdam,Netherlands
414,Heracles Almelo,/wiki/Heracles_Almelo,Netherlands
415,FC Twente,/wiki/FC_Twente,Netherlands
416,Fortuna Sittard,/wiki/Fortuna_Sittard,Netherlands
417,SC Heerenveen,/wiki/SC_Heerenveen,Netherlands
418,PEC Zwolle,/wiki/PEC_Zwolle,Netherlands
419,Willem II (football club),/wiki/Willem_II_(football_club),Netherlands
420,RKC Waalwijk,/wiki/RKC_Waalwijk,Netherlands
421,FC Emmen,/wiki/FC_Emmen,Netherlands
422,VVV-Venlo,/wiki/VVV-Venlo,Netherlands
423,ADO Den Haag,/wiki/ADO_Den_Haag,Netherlands
424,KF Shkëndija,/wiki/KF_Shk%C3%ABndija,North Macedonia
425,KF Shkupi,/wiki/KF_Shkupi,North Macedonia
426,FC Struga,/wiki/FC_Struga,North Macedonia
427,FK Makedonija Gjorče Petrov,/wiki/FK_Makedonija_Gjor%C4%8De_Petrov,North Macedonia
428,FK Rabotnički,/wiki/FK_Rabotni%C4%8Dki,North Macedonia
429,FK Pelister,/wiki/FK_Pelister,North Macedonia
430,Akademija Pandev,/wiki/Akademija_Pandev,North Macedonia
431,FK Borec,/wiki/FK_Borec,North Macedonia
432,FK Sileks,/wiki/FK_Sileks,North Macedonia
433,KF Renova,/wiki/KF_Renova,North Macedonia
434,FK Vardar,/wiki/FK_Vardar,North Macedonia
435,FK Belasica,/wiki/FK_Belasica,North Macedonia
436,Linfield F.C.,/wiki/Linfield_F.C.,Northern Ireland
437,Cliftonville F.C.,/wiki/Cliftonville_F.C.,Northern Ireland
438,Glentoran F.C.,/wiki/Glentoran_F.C.,Northern Ireland
439,Crusaders F.C.,/wiki/Crusaders_F.C.,Northern Ireland
440,Larne F.C.,/wiki/Larne_F.C.,Northern Ireland
441,Coleraine F.C.,/wiki/Coleraine_F.C.,Northern Ireland
442,Glenavon F.C.,/wiki/Glenavon_F.C.,Northern Ireland
443,Ballymena United F.C.,/wiki/Ballymena_United_F.C.,Northern Ireland
444,Dungannon Swifts F.C.,/wiki/Dungannon_Swifts_F.C.,Northern Ireland
445,Carrick Rangers F.C.,/wiki/Carrick_Rangers_F.C.,Northern Ireland
446,Portadown F.C.,/wiki/Portadown_F.C.,Northern Ireland
447,Warrenpoint Town F.C.,/wiki/Warrenpoint_Town_F.C.,Northern Ireland
448,FK Bodø/Glimt,/wiki/FK_Bod%C3%B8/Glimt,Norway
449,Molde FK,/wiki/Molde_FK,Norway
450,Viking FK,/wiki/Viking_FK,Norway
451,Lillestrøm SK,/wiki/Lillestr%C3%B8m_SK,Norway
452,Rosenborg BK,/wiki/Rosenborg_BK,Norway
453,Kristiansund BK,/wiki/Kristiansund_BK,Norway
454,Vålerenga Fotball,/wiki/V%C3%A5lerenga_Fotball,Norway
455,Strømsgodset Toppfotball,/wiki/Str%C3%B8msgodset_Toppfotball,Norway
456,Sandefjord Fotball,/wiki/Sandefjord_Fotball,Norway
457,FK Haugesund,/wiki/FK_Haugesund,Norway
458,Tromsø IL,/wiki/Troms%C3%B8_IL,Norway
459,Odds BK,/wiki/Odds_BK,Norway
460,SK Brann,/wiki/SK_Brann,Norway
461,Stabæk Fotball,/wiki/Stab%C3%A6k_Fotball,Norway
462,Mjøndalen IF Fotball,/wiki/Mj%C3%B8ndalen_IF_Fotball,Norway
463,Legia Warsaw,/wiki/Legia_Warsaw,Poland
464,Piast Gliwice,/wiki/Piast_Gliwice,Poland
465,Śląsk Wrocław,/wiki/%C5%9Al%C4%85sk_Wroc%C5%82aw,Poland
466,Lech Poznań,/wiki/Lech_Pozna%C5%84,Poland
467,MKS Cracovia,/wiki/MKS_Cracovia,Poland
468,Pogoń Szczecin,/wiki/Pogo%C5%84_Szczecin,Poland
469,Jagiellonia Białystok,/wiki/Jagiellonia_Bia%C5%82ystok,Poland
470,Lechia Gdańsk,/wiki/Lechia_Gda%C5%84sk,Poland
471,Górnik Zabrze,/wiki/G%C3%B3rnik_Zabrze,Poland
472,Raków Częstochowa,/wiki/Rak%C3%B3w_Cz%C4%99stochowa,Poland
473,Zagłębie Lubin,/wiki/Zag%C5%82%C4%99bie_Lubin,Poland
474,Wisła Płock,/wiki/Wis%C5%82a_P%C5%82ock,Poland
475,Wisła Kraków,/wiki/Wis%C5%82a_Krak%C3%B3w,Poland
476,Korona Kielce,/wiki/Korona_Kielce,Poland
477,Arka Gdynia,/wiki/Arka_Gdynia,Poland
478,ŁKS Łódź,/wiki/%C5%81KS_%C5%81%C3%B3d%C5%BA,Poland
479,Sporting CP,/wiki/Sporting_CP,Portugal
480,FC Porto,/wiki/FC_Porto,Portugal
481,S.L. Benfica,/wiki/S.L._Benfica,Portugal
482,S.C. Braga,/wiki/S.C._Braga,Portugal
483,F.C. Paços de Ferreira,/wiki/F.C._Pa%C3%A7os_de_Ferreira,Portugal
484,C.D. Santa Clara,/wiki/C.D._Santa_Clara,Portugal
485,Vitória S.C.,/wiki/Vit%C3%B3ria_S.C.,Portugal
486,Moreirense F.C.,/wiki/Moreirense_F.C.,Portugal
487,F.C. Famalicão,/wiki/F.C._Famalic%C3%A3o,Portugal
488,Belenenses SAD,/wiki/Belenenses_SAD,Portugal
489,Gil Vicente F.C.,/wiki/Gil_Vicente_F.C.,Portugal
490,C.D. Tondela,/wiki/C.D._Tondela,Portugal
491,Boavista F.C.,/wiki/Boavista_F.C.,Portugal
492,Portimonense S.C.,/wiki/Portimonense_S.C.,Portugal
493,C.S. Marítimo,/wiki/C.S._Mar%C3%ADtimo,Portugal
494,Rio Ave F.C.,/wiki/Rio_Ave_F.C.,Portugal
495,S.C. Farense,/wiki/S.C._Farense,Portugal
496,C.D. Nacional,/wiki/C.D._Nacional,Portugal
497,Shamrock Rovers F.C.,/wiki/Shamrock_Rovers_F.C.,Republic of Ireland
498,St Patrick's Athletic F.C.,/wiki/St_Patrick%27s_Athletic_F.C.,Republic of Ireland
499,Sligo Rovers F.C.,/wiki/Sligo_Rovers_F.C.,Republic of Ireland
500,Derry City F.C.,/wiki/Derry_City_F.C.,Republic of Ireland
501,Bohemian F.C.,/wiki/Bohemian_F.C.,Republic of Ireland
502,Dundalk F.C.,/wiki/Dundalk_F.C.,Republic of Ireland
503,Drogheda United F.C.,/wiki/Drogheda_United_F.C.,Republic of Ireland
504,Finn Harps F.C.,/wiki/Finn_Harps_F.C.,Republic of Ireland
505,Waterford F.C.,/wiki/Waterford_F.C.,Republic of Ireland
506,Longford Town F.C.,/wiki/Longford_Town_F.C.,Republic of Ireland
507,CFR Cluj,/wiki/CFR_Cluj,Romania
508,FCSB,/wiki/FCSB,Romania
509,CS Universitatea Craiova,/wiki/CS_Universitatea_Craiova,Romania
510,FC Argeș Pitești,/wiki/FC_Arge%C8%99_Pite%C8%99ti,Romania
511,FCV Farul Constanța,/wiki/FCV_Farul_Constan%C8%9Ba,Romania
512,FC Voluntari,/wiki/FC_Voluntari,Romania
513,FC Botoșani,/wiki/FC_Boto%C8%99ani,Romania
514,FC UTA Arad,/wiki/FC_UTA_Arad,Romania
515,FC Rapid București,/wiki/FC_Rapid_Bucure%C8%99ti,Romania
516,Sepsi OSK Sfântu Gheorghe,/wiki/Sepsi_OSK_Sf%C3%A2ntu_Gheorghe,Romania
517,AFC Chindia Târgoviște,/wiki/AFC_Chindia_T%C3%A2rgovi%C8%99te,Romania
518,CS Mioveni,/wiki/CS_Mioveni,Romania
519,FC Dinamo București,/wiki/FC_Dinamo_Bucure%C8%99ti,Romania
520,FC Academica Clinceni,/wiki/FC_Academica_Clinceni,Romania
521,CS Gaz Metan Mediaș,/wiki/CS_Gaz_Metan_Media%C8%99,Romania
522,FC Zenit Saint Petersburg,/wiki/FC_Zenit_Saint_Petersburg,Russia
523,FC Spartak Moscow,/wiki/FC_Spartak_Moscow,Russia
524,FC Lokomotiv Moscow,/wiki/FC_Lokomotiv_Moscow,Russia
525,FC Rubin Kazan,/wiki/FC_Rubin_Kazan,Russia
526,PFC Sochi,/wiki/PFC_Sochi,Russia
527,PFC CSKA Moscow,/wiki/PFC_CSKA_Moscow,Russia
528,FC Dynamo Moscow,/wiki/FC_Dynamo_Moscow,Russia
529,FC Khimki,/wiki/FC_Khimki,Russia
530,FC Rostov,/wiki/FC_Rostov,Russia
531,FC Krasnodar,/wiki/FC_Krasnodar,Russia
532,FC Akhmat Grozny,/wiki/FC_Akhmat_Grozny,Russia
533,FC Ural Yekaterinburg,/wiki/FC_Ural_Yekaterinburg,Russia
534,FC Ufa,/wiki/FC_Ufa,Russia
535,FC Arsenal Tula,/wiki/FC_Arsenal_Tula,Russia
536,FC Rotor Volgograd,/wiki/FC_Rotor_Volgograd,Russia
537,FC Tambov,/wiki/FC_Tambov,Russia
538,Rangers F.C.,/wiki/Rangers_F.C.,Scotland
539,Celtic F.C.,/wiki/Celtic_F.C.,Scotland
540,Hibernian F.C.,/wiki/Hibernian_F.C.,Scotland
541,Aberdeen F.C.,/wiki/Aberdeen_F.C.,Scotland
542,St Johnstone F.C.,/wiki/St_Johnstone_F.C.,Scotland
543,Livingston F.C.,/wiki/Livingston_F.C.,Scotland
544,St Mirren F.C.,/wiki/St_Mirren_F.C.,Scotland
545,Motherwell F.C.,/wiki/Motherwell_F.C.,Scotland
546,Dundee United F.C.,/wiki/Dundee_United_F.C.,Scotland
547,Ross County F.C.,/wiki/Ross_County_F.C.,Scotland
548,Kilmarnock F.C.,/wiki/Kilmarnock_F.C.,Scotland
549,Hamilton Academical F.C.,/wiki/Hamilton_Academical_F.C.,Scotland
550,Red Star Belgrade,/wiki/Red_Star_Belgrade,Serbia
551,FK Partizan,/wiki/FK_Partizan,Serbia
552,FK Čukarički,/wiki/FK_%C4%8Cukari%C4%8Dki,Serbia
553,FK Vojvodina,/wiki/FK_Vojvodina,Serbia
554,FK TSC Bačka Topola,/wiki/FK_TSC_Ba%C4%8Dka_Topola,Serbia
555,FK Radnik Surdulica,/wiki/FK_Radnik_Surdulica,Serbia
556,FK Mladost Lučani,/wiki/FK_Mladost_Lu%C4%8Dani,Serbia
557,FK Proleter Novi Sad,/wiki/FK_Proleter_Novi_Sad,Serbia
558,FK Metalac Gornji Milanovac,/wiki/FK_Metalac_Gornji_Milanovac,Serbia
559,FK Spartak Subotica,/wiki/FK_Spartak_Subotica,Serbia
560,FK Napredak Kruševac,/wiki/FK_Napredak_Kru%C5%A1evac,Serbia
561,FK Novi Pazar,/wiki/FK_Novi_Pazar,Serbia
562,FK Radnički Niš,/wiki/FK_Radni%C4%8Dki_Ni%C5%A1,Serbia
563,FK Voždovac,/wiki/FK_Vo%C5%BEdovac,Serbia
564,FK Rad,/wiki/FK_Rad,Serbia
565,FK Javor Ivanjica,/wiki/FK_Javor_Ivanjica,Serbia
566,FK Inđija,/wiki/FK_In%C4%91ija,Serbia
567,FK Zlatibor Čajetina,/wiki/FK_Zlatibor_%C4%8Cajetina,Serbia
568,FK Mačva Šabac,/wiki/FK_Ma%C4%8Dva_%C5%A0abac,Serbia
569,OFK Bačka,/wiki/OFK_Ba%C4%8Dka,Serbia
570,NŠ Mura,/wiki/N%C5%A0_Mura,Slovenia
571,NK Maribor,/wiki/NK_Maribor,Slovenia
572,NK Olimpija Ljubljana,/wiki/NK_Olimpija_Ljubljana,Slovenia
573,NK Domžale,/wiki/NK_Dom%C5%BEale,Slovenia
574,NK Bravo,/wiki/NK_Bravo,Slovenia
575,NK Tabor Sežana,/wiki/NK_Tabor_Se%C5%BEana,Slovenia
576,NK Aluminij,/wiki/NK_Aluminij,Slovenia
577,NK Celje,/wiki/NK_Celje,Slovenia
578,FC Koper,/wiki/FC_Koper,Slovenia
579,ND Gorica,/wiki/ND_Gorica,Slovenia
580,Real Madrid CF,/wiki/Real_Madrid_CF,Spain
581,FC Barcelona,/wiki/FC_Barcelona,Spain
582,Atlético Madrid,/wiki/Atl%C3%A9tico_Madrid,Spain
583,Sevilla FC,/wiki/Sevilla_FC,Spain
584,Villarreal CF,/wiki/Villarreal_CF,Spain
585,Real Sociedad,/wiki/Real_Sociedad,Spain
586,Granada CF,/wiki/Granada_CF,Spain
587,Getafe CF,/wiki/Getafe_CF,Spain
588,Valencia CF,/wiki/Valencia_CF,Spain
589,CA Osasuna,/wiki/CA_Osasuna,Spain
590,Athletic Bilbao,/wiki/Athletic_Bilbao,Spain
591,Levante UD,/wiki/Levante_UD,Spain
592,Real Valladolid,/wiki/Real_Valladolid,Spain
593,SD Eibar,/wiki/SD_Eibar,Spain
594,Real Betis,/wiki/Real_Betis,Spain
595,Deportivo Alavés,/wiki/Deportivo_Alav%C3%A9s,Spain
596,RC Celta de Vigo,/wiki/RC_Celta_de_Vigo,Spain
597,CD Leganés,/wiki/CD_Legan%C3%A9s,Spain
598,RCD Mallorca,/wiki/RCD_Mallorca,Spain
599,RCD Espanyol,/wiki/RCD_Espanyol,Spain
600,Malmö FF,/wiki/Malm%C3%B6_FF,Sweden
601,AIK Fotboll,/wiki/AIK_Fotboll,Sweden
602,Djurgårdens IF Fotboll,/wiki/Djurg%C3%A5rdens_IF_Fotboll,Sweden
603,IF Elfsborg,/wiki/IF_Elfsborg,Sweden
604,Hammarby Fotboll,/wiki/Hammarby_Fotboll,Sweden
605,Kalmar FF,/wiki/Kalmar_FF,Sweden
606,IFK Norrköping,/wiki/IFK_Norrk%C3%B6ping,Sweden
607,IFK Göteborg,/wiki/IFK_G%C3%B6teborg,Sweden
608,Mjällby AIF,/wiki/Mj%C3%A4llby_AIF,Sweden
609,Varbergs BoIS,/wiki/Varbergs_BoIS,Sweden
610,IK Sirius Fotboll,/wiki/IK_Sirius_Fotboll,Sweden
611,BK Häcken,/wiki/BK_H%C3%A4cken,Sweden
612,Degerfors IF,/wiki/Degerfors_IF,Sweden
613,Halmstads BK,/wiki/Halmstads_BK,Sweden
614,Örebro SK,/wiki/%C3%96rebro_SK,Sweden
615,Östersunds FK,/wiki/%C3%96stersunds_FK,Sweden
616,BSC Young Boys,/wiki/BSC_Young_Boys,Switzerland
617,FC Basel,/wiki/FC_Basel,Switzerland
618,Servette FC,/wiki/Servette_FC,Switzerland
619,FC Lugano,/wiki/FC_Lugano,Switzerland
620,FC Luzern,/wiki/FC_Luzern,Switzerland
621,FC Lausanne-Sport,/wiki/FC_Lausanne-Sport,Switzerland
622,FC St. Gallen,/wiki/FC_St._Gallen,Switzerland
623,FC Zürich,/wiki/FC_Z%C3%BCrich,Switzerland
624,FC Sion,/wiki/FC_Sion,Switzerland
625,FC Vaduz,/wiki/FC_Vaduz,Switzerland
626,Beşiktaş J.K.,/wiki/Be%C5%9Fikta%C5%9F_J.K.,Turkey
627,Galatasaray S.K. (football),/wiki/Galatasaray_S.K._(football),Turkey
628,Fenerbahçe S.K. (football),/wiki/Fenerbah%C3%A7e_S.K._(football),Turkey
629,Trabzonspor,/wiki/Trabzonspor,Turkey
630,Sivasspor,/wiki/Sivasspor,Turkey
631,Hatayspor,/wiki/Hatayspor,Turkey
632,Alanyaspor,/wiki/Alanyaspor,Turkey
633,Fatih Karagümrük S.K.,/wiki/Fatih_Karag%C3%BCmr%C3%BCk_S.K.,Turkey
634,Gaziantep F.K.,/wiki/Gaziantep_F.K.,Turkey
635,Göztepe S.K.,/wiki/G%C3%B6ztepe_S.K.,Turkey
636,Konyaspor,/wiki/Konyaspor,Turkey
637,İstanbul Başakşehir F.K.,/wiki/%C4%B0stanbul_Ba%C5%9Fak%C5%9Fehir_F.K.,Turkey
638,Çaykur Rizespor,/wiki/%C3%87aykur_Rizespor,Turkey
639,Kasımpaşa S.K.,/wiki/Kas%C4%B1mpa%C5%9Fa_S.K.,Turkey
640,Yeni Malatyaspor,/wiki/Yeni_Malatyaspor,Turkey
641,Antalyaspor,/wiki/Antalyaspor,Turkey
642,Kayserispor,/wiki/Kayserispor,Turkey
643,Büyükşehir Belediye Erzurumspor,/wiki/B%C3%BCy%C3%BCk%C5%9Fehir_Belediye_Erzurumspor,Turkey
644,MKE Ankaragücü,/wiki/MKE_Ankarag%C3%BCc%C3%BC,Turkey
645,Gençlerbirliği S.K.,/wiki/Gen%C3%A7lerbirli%C4%9Fi_S.K.,Turkey
646,Denizlispor,/wiki/Denizlispor,Turkey
647,FC Dynamo Kyiv,/wiki/FC_Dynamo_Kyiv,Ukraine
648,FC Shakhtar Donetsk,/wiki/FC_Shakhtar_Donetsk,Ukraine
649,FC Zorya Luhansk,/wiki/FC_Zorya_Luhansk,Ukraine
650,FC Kolos Kovalivka,/wiki/FC_Kolos_Kovalivka,Ukraine
651,FC Vorskla Poltava,/wiki/FC_Vorskla_Poltava,Ukraine
652,FC Desna Chernihiv,/wiki/FC_Desna_Chernihiv,Ukraine
653,FC Lviv,/wiki/FC_Lviv,Ukraine
654,FC Oleksandriya,/wiki/FC_Oleksandriya,Ukraine
655,FC Rukh Lviv,/wiki/FC_Rukh_Lviv,Ukraine
656,FC Mariupol,/wiki/FC_Mariupol,Ukraine
657,FC Inhulets Petrove,/wiki/FC_Inhulets_Petrove,Ukraine
658,FC Olimpik Donetsk,/wiki/FC_Olimpik_Donetsk,Ukraine
659,FC Mynai,/wiki/FC_Mynai,Ukraine
660,The New Saints F.C.,/wiki/The_New_Saints_F.C.,Wales
661,Bala Town F.C.,/wiki/Bala_Town_F.C.,Wales
662,Newtown A.F.C.,/wiki/Newtown_A.F.C.,Wales
663,Caernarfon Town F.C.,/wiki/Caernarfon_Town_F.C.,Wales
664,Flint Town United F.C.,/wiki/Flint_Town_United_F.C.,Wales
665,Penybont F.C.,/wiki/Penybont_F.C.,Wales
666,Cardiff Metropolitan University F.C.,/wiki/Cardiff_Metropolitan_University_F.C.,Wales
667,Aberystwyth Town F.C.,/wiki/Aberystwyth_Town_F.C.,Wales
668,Connah's Quay Nomads F.C.,/wiki/Connah%27s_Quay_Nomads_F.C.,Wales
669,Haverfordwest County A.F.C.,/wiki/Haverfordwest_County_A.F.C.,Wales
670,Barry Town United F.C.,/wiki/Barry_Town_United_F.C.,Wales
671,Cefn Druids A.F.C.,/wiki/Cefn_Druids_A.F.C.,Wales
