,TeamName,Link,Country,ID,Name,City,iso,lat,lon
506,Longford Town F.C.,/wiki/Longford_Town_F.C.,Great Britain,712,Longford Town,Longford ,GB,52.9356992,-1.6764276
507,CFR Cluj,/wiki/CFR_Cluj,Romania,730,CFR Cluj,Cluj-Napoca,RO,46.769379,23.5899542
508,FCSB,/wiki/FCSB,Romania,379,FCSB,Bucharest,RO,44.4361414,26.1027202
509,CS Universitatea Craiova,/wiki/CS_Universitatea_Craiova,Romania,2883,CS Universitatea Craiova,Craiova,RO,44.3190159,23.7965614
510,FC Argeș Pitești,/wiki/FC_Arge%C8%99_Pite%C8%99ti,Romania,3188,FC Argeș Pitesti,Pitești,RO,44.8572343,24.8719422
512,FC Voluntari,/wiki/FC_Voluntari,Romania,3633,FC Voluntari,Voluntari,RO,44.4902779,26.1772794
513,FC Botoșani,/wiki/FC_Boto%C8%99ani,Romania,1916,FC Botoşani,Botoşani,RO,47.7450706,26.6599858
514,FC UTA Arad,/wiki/FC_UTA_Arad,Romania,831,UTA Arad,Arad,RO,46.1753793,21.3196342
516,Sepsi OSK Sfântu Gheorghe,/wiki/Sepsi_OSK_Sf%C3%A2ntu_Gheorghe,Romania,4550,Sepsi Sfântu Gheorghe,Sfântu Gheorghe,RO,45.8659935,25.7865367
518,CS Mioveni,/wiki/CS_Mioveni,Romania,818,CS Mioveni,Mioveni,RO,44.9566154,24.9377507
520,FC Academica Clinceni,/wiki/FC_Academica_Clinceni,Romania,2236,Academica Clinceni,Pitești,RO,44.8572343,24.8719422
522,FC Zenit Saint Petersburg,/wiki/FC_Zenit_Saint_Petersburg,Russia,265,Zenit Saint Petersburg,Saint Petersburg,RU,59.938732,30.316229
523,FC Spartak Moscow,/wiki/FC_Spartak_Moscow,Russia,4655,Sparta,Sparta,RU,44.4130889,41.7970199
525,FC Rubin Kazan,/wiki/FC_Rubin_Kazan,Russia,260,Rubin Kazan,Kazan,RU,55.7823547,49.1242266
526,PFC Sochi,/wiki/PFC_Sochi,Russia,4605,FC Sochi,Sochi,RU,43.5854823,39.723109
527,PFC CSKA Moscow,/wiki/PFC_CSKA_Moscow,Russia,360,CSKA Sofia,Sofia,RU,59.705257,30.389033
529,FC Khimki,/wiki/FC_Khimki,Russia,725,Khimki,Khimki,RU,55.8917293,37.4396994
530,FC Rostov,/wiki/FC_Rostov,Russia,259,FC Rostov,Rostov-on-Don,RU,47.2213858,39.7114196
531,FC Krasnodar,/wiki/FC_Krasnodar,Russia,1673,FC Krasnodar,Krasnodar,RU,45.0352718,38.9764814
532,FC Akhmat Grozny,/wiki/FC_Akhmat_Grozny,Russia,1248,Akhmat Grozny,Grozny,RU,43.3197031,45.6934308
533,FC Ural Yekaterinburg,/wiki/FC_Ural_Yekaterinburg,Russia,1285,Ural Yekaterinburg,Yekaterinburg,RU,56.839104,60.60825
534,FC Ufa,/wiki/FC_Ufa,Russia,2287,FC Ufa,Ufa,RU,54.7261409,55.947499
535,FC Arsenal Tula,/wiki/FC_Arsenal_Tula,Russia,2607,Arsenal Tula,Tula,RU,54.1930321,37.61754
536,FC Rotor Volgograd,/wiki/FC_Rotor_Volgograd,Russia,2068,Rotor Volgograd,Volgograd,RU,48.7081906,44.5153353
537,FC Tambov,/wiki/FC_Tambov,Russia,3320,FC Tambov,Tambov,RU,52.72879,41.45536
538,Rangers F.C.,/wiki/Rangers_F.C.,Great Britain,429,Rangers,Glasgow,GB,55.8609825,-4.2488787
539,Celtic F.C.,/wiki/Celtic_F.C.,Great Britain,421,Celtic,Glasgow,GB,55.8609825,-4.2488787
540,Hibernian F.C.,/wiki/Hibernian_F.C.,Great Britain,425,Hibernian,Edinburgh,GB,55.9533456,-3.1883749
541,Aberdeen F.C.,/wiki/Aberdeen_F.C.,Great Britain,420,Aberdeen,Aberdeen,GB,57.1482429,-2.0928095
542,St Johnstone F.C.,/wiki/St_Johnstone_F.C.,Great Britain,639,St. Johnstone,Perth,GB,56.3957679,-3.4335463
543,Livingston F.C.,/wiki/Livingston_F.C.,Great Britain,427,Livingston,Livingston,GB,55.8831932,-3.5149461
544,St Mirren F.C.,/wiki/St_Mirren_F.C.,Great Britain,638,St. Mirren,Paisley,GB,55.8455828,-4.4239646
545,Motherwell F.C.,/wiki/Motherwell_F.C.,Great Britain,428,Motherwell,Motherwell,GB,55.7901843,-3.9920902
546,Dundee United F.C.,/wiki/Dundee_United_F.C.,Great Britain,422,Dundee United,Dundee,GB,56.4605938,-2.97019
547,Ross County F.C.,/wiki/Ross_County_F.C.,Great Britain,641,Ross County,Dingwall,GB,57.5954797,-4.4284337
548,Kilmarnock F.C.,/wiki/Kilmarnock_F.C.,Great Britain,426,Kilmarnock,Kilmarnock,GB,55.6100589,-4.4964652
549,Hamilton Academical F.C.,/wiki/Hamilton_Academical_F.C.,Great Britain,640,Hamilton Academical,Hamilton,GB,55.7759095,-4.033442
550,Red Star Belgrade,/wiki/Red_Star_Belgrade,Serbia,1883,Red Star,Paris,RS,44.829870099999994,20.408323556953704
551,FK Partizan,/wiki/FK_Partizan,Serbia,381,FK Partizan,Belgrade,RS,44.8178131,20.4568974
553,FK Vojvodina,/wiki/FK_Vojvodina,Serbia,947,FK Vojvodina,Novi Sad,RS,45.2551338,19.8451756
555,FK Radnik Surdulica,/wiki/FK_Radnik_Surdulica,Serbia,2628,FK Radnik Surdulica,Surdulica,RS,42.6919329,22.1701473
556,FK Mladost Lučani,/wiki/FK_Mladost_Lu%C4%8Dani,Serbia,1197,Mladost Lučani,Lučani,RS,43.8602275,20.1365353
557,FK Proleter Novi Sad,/wiki/FK_Proleter_Novi_Sad,Serbia,1770,FK Proleter,Novi Sad,RS,45.2551338,19.8451756
559,FK Spartak Subotica,/wiki/FK_Spartak_Subotica,Serbia,1611,Spartak Subotica,Subotica,RS,46.1002058,19.6653273
560,FK Napredak Kruševac,/wiki/FK_Napredak_Kru%C5%A1evac,Serbia,1294,FK Napredak Kruševac,Kruševac,RS,43.58264,21.3264811
561,FK Novi Pazar,/wiki/FK_Novi_Pazar,Serbia,1703,FK Novi Pazar,Novi Pazar,RS,43.1363535,20.5112273
562,FK Radnički Niš,/wiki/FK_Radni%C4%8Dki_Ni%C5%A1,Serbia,1936,Radnički Niš,Niš,RS,43.3211301,21.8959232
563,FK Voždovac,/wiki/FK_Vo%C5%BEdovac,Serbia,951,FK Voždovac,Belgrade,RS,44.8178131,20.4568974
564,FK Rad,/wiki/FK_Rad,Serbia,1297,FK Rad,Belgrade,RS,44.8178131,20.4568974
565,FK Javor Ivanjica,/wiki/FK_Javor_Ivanjica,Serbia,1295,FK Javor Ivanjica,Ivanjica,RS,43.5816675,20.2304548
567,FK Zlatibor Čajetina,/wiki/FK_Zlatibor_%C4%8Cajetina,Serbia,5216,FK Zlatibor Čajetina,Čajetina,RS,43.7504753,19.7165358
568,FK Mačva Šabac,/wiki/FK_Ma%C4%8Dva_%C5%A0abac,Serbia,3404,FK Mačva Šabac,Šabac,RS,44.7571535,19.6953972
570,NŠ Mura,/wiki/N%C5%A0_Mura,Slovenia,5033,NS Mura,Murska Sobota,SI,46.6624644,16.1655256
571,NK Maribor,/wiki/NK_Maribor,Slovenia,1166,NK Maribor,Maribor,SI,46.5576439,15.6455854
572,NK Olimpija Ljubljana,/wiki/NK_Olimpija_Ljubljana,Slovenia,1429,NK Olimpija,Ljubljana,SI,46.0500268,14.5069289
573,NK Domžale,/wiki/NK_Dom%C5%BEale,Slovenia,1163,NK Domžale,Domžale,SI,46.1394296,14.5944553
574,NK Bravo,/wiki/NK_Bravo,Slovenia,5199,NK Bravo,Ljubljana,SI,46.0500268,14.5069289
575,NK Tabor Sežana,/wiki/NK_Tabor_Se%C5%BEana,Slovenia,5197,NK Tabor Sežana,Sežana,SI,45.7091799,13.8730989
576,NK Aluminij,/wiki/NK_Aluminij,Slovenia,1928,NK Aluminij,Kidričevo,SI,46.4043948,15.7965329
577,NK Celje,/wiki/NK_Celje,Slovenia,1162,NK Celje,Celje,SI,46.2293889,15.2616828
578,FC Koper,/wiki/FC_Koper,Slovenia,727,FC Koper,Koper,SI,45.5479864,13.7304781
579,ND Gorica,/wiki/ND_Gorica,Slovenia,1164,ND Gorica,Nova Gorica,SI,45.9580549,13.6474706
580,Real Madrid CF,/wiki/Real_Madrid_CF,Spain,2147,Real Madrid C,Madrid,ES,40.4167047,-3.7035825
581,FC Barcelona,/wiki/FC_Barcelona,Spain,140,Barcelona,Barcelona,ES,41.3828939,2.1774322
582,Atlético Madrid,/wiki/Atl%C3%A9tico_Madrid,Spain,139,Atlético Madrid,Madrid,ES,40.4167047,-3.7035825
583,Sevilla FC,/wiki/Sevilla_FC,Spain,168,Sevilla,Seville,ES,37.3886303,-5.9953403
584,Villarreal CF,/wiki/Villarreal_CF,Spain,174,Villarreal CF,Villarreal,ES,39.9372616,-0.1004465
585,Real Sociedad,/wiki/Real_Sociedad,Spain,165,Real Sociedad,Donostia-San Sebastián,ES,43.3224219,-1.9838889
586,Granada CF,/wiki/Granada_CF,Spain,142,Granada CF,Granada,ES,37.1734995,-3.5995337
587,Getafe CF,/wiki/Getafe_CF,Spain,149,Getafe CF,Madrid,ES,40.4167047,-3.7035825
588,Valencia CF,/wiki/Valencia_CF,Spain,172,Valencia CF,Valencia,ES,39.4697065,-0.3763353
589,CA Osasuna,/wiki/CA_Osasuna,Spain,157,CA Osasuna,Pamplona,ES,42.8182536,-1.6440304
590,Athletic Bilbao,/wiki/Athletic_Bilbao,Spain,2091,Bilbao Athletic,Bilbao,ES,43.2630018,-2.9350039
591,Levante UD,/wiki/Levante_UD,Spain,151,Levante UD,Valencia,ES,39.4697065,-0.3763353
592,Real Valladolid,/wiki/Real_Valladolid,Spain,173,Real Valladolid,Valladolid,ES,41.6521328,-4.728562
593,SD Eibar,/wiki/SD_Eibar,Spain,146,SD Eibar,Eibar,ES,43.1842839,-2.4732748
594,Real Betis,/wiki/Real_Betis,Spain,162,Real Betis,Sevilla,ES,37.3886303,-5.9953403
595,Deportivo Alavés,/wiki/Deportivo_Alav%C3%A9s,Spain,135,Deportivo Alavés,Vitoria-Gasteiz,ES,42.8465088,-2.6724025
596,RC Celta de Vigo,/wiki/RC_Celta_de_Vigo,Spain,141,Celta Vigo,Vigo,ES,42.2376602,-8.7247205
597,CD Leganés,/wiki/CD_Legan%C3%A9s,Spain,2085,CD Leganés,Leganés,ES,40.3281942,-3.76527
598,RCD Mallorca,/wiki/RCD_Mallorca,Spain,153,RCD Mallorca,Mallorca,ES,39.613432,2.880353635614984
599,RCD Espanyol,/wiki/RCD_Espanyol,Spain,148,RCD Espanyol,Barcelona,ES,41.3828939,2.1774322
600,Malmö FF,/wiki/Malm%C3%B6_FF,Sweden,473,Malmö FF,Malmö,SE,55.6052931,13.0001566
601,AIK Fotboll,/wiki/AIK_Fotboll,Sweden,663,AIK,Solna,SE,59.361367,18.0013693
602,Djurgårdens IF Fotboll,/wiki/Djurg%C3%A5rdens_IF_Fotboll,Sweden,470,Djurgårdens IF,Stockholm,SE,59.3251172,18.0710935
603,IF Elfsborg,/wiki/IF_Elfsborg,Sweden,542,IF Elfsborg,Borås,SE,57.7210839,12.9407407
604,Hammarby Fotboll,/wiki/Hammarby_Fotboll,Sweden,472,Hammarby IF,Stockholm,SE,59.3251172,18.0710935
605,Kalmar FF,/wiki/Kalmar_FF,Sweden,664,Kalmar FF,Kalmar,SE,56.6628826,16.3662382
606,IFK Norrköping,/wiki/IFK_Norrk%C3%B6ping,Sweden,1208,IFK Norrköping,Norrköping,SE,58.5909124,16.1903511
607,IFK Göteborg,/wiki/IFK_G%C3%B6teborg,Sweden,471,IFK Göteborg,Göteborg,SE,57.7072326,11.9670171
608,Mjällby AIF,/wiki/Mj%C3%A4llby_AIF,Sweden,1444,Mjallby AIF,Mjällby,SE,56.0472695,14.6780706
609,Varbergs BoIS,/wiki/Varbergs_BoIS,Sweden,2037,Varbergs BoIS,Varberg,SE,57.1057412,12.2502949
611,BK Häcken,/wiki/BK_H%C3%A4cken,Sweden,673,BK Häcken,Gothenburg,SE,57.7072326,11.9670171
612,Degerfors IF,/wiki/Degerfors_IF,Sweden,1781,Degerfors IF,Degerfors,SE,59.266667,14.433333
613,Halmstads BK,/wiki/Halmstads_BK,Sweden,672,Halmstads BK,Halmstad,SE,56.6739826,12.8574827
614,Örebro SK,/wiki/%C3%96rebro_SK,Sweden,686,Orebro SK,Örebro,SE,59.2747287,15.2151181
615,Östersunds FK,/wiki/%C3%96stersunds_FK,Sweden,2636,Ostersunds FK,Östersund,SE,63.1793655,14.6357061
616,BSC Young Boys,/wiki/BSC_Young_Boys,Switzerland,535,BSC Young Boys,Berne,CH,46.9482713,7.4514512
617,FC Basel,/wiki/FC_Basel,Switzerland,382,FC Basel,Basel,CH,47.5581077,7.5878261
618,Servette FC,/wiki/Servette_FC,Switzerland,883,Servette FC,Geneva,CH,46.2017559,6.1466014
619,FC Lugano,/wiki/FC_Lugano,Switzerland,1730,FC Lugano,Lugano,CH,46.0050102,8.9520281
620,FC Luzern,/wiki/FC_Luzern,Switzerland,751,FC Luzern,Lucerne,CH,47.0505452,8.3054682
621,FC Lausanne-Sport,/wiki/FC_Lausanne-Sport,Switzerland,1731,Lausanne-Sport,Lausanne,CH,46.5218269,6.6327025
622,FC St. Gallen,/wiki/FC_St._Gallen,Switzerland,538,FC St. Gallen,St. Gallen,CH,47.4250593,9.3765878
623,FC Zürich,/wiki/FC_Z%C3%BCrich,Switzerland,383,FC Zürich,Zürich,CH,47.3744489,8.5410422
624,FC Sion,/wiki/FC_Sion,Switzerland,752,FC Sion,Sion,CH,46.2311749,7.3588795
626,Beşiktaş J.K.,/wiki/Be%C5%9Fikta%C5%9F_J.K.,Turkey,349,Beşiktaş JK,İstanbul,TR,41.0091982,28.9662187
628,Fenerbahçe S.K. (football),/wiki/Fenerbah%C3%A7e_S.K._(football),Turkey,350,Fenerbahçe SK,İstanbul,TR,41.0091982,28.9662187
629,Trabzonspor,/wiki/Trabzonspor,Turkey,352,Trabzonspor,Trabzon,TR,41.0062202,39.7257547
630,Sivasspor,/wiki/Sivasspor,Turkey,803,Sivasspor,Sivas,TR,39.7503572,37.0145185
631,Hatayspor,/wiki/Hatayspor,Turkey,2735,Hatayspor,Hatay,TR,36.2024887,36.1602761
632,Alanyaspor,/wiki/Alanyaspor,Turkey,2978,Alanyaspor,Antalya,TR,36.8872942,30.7074549
633,Fatih Karagümrük S.K.,/wiki/Fatih_Karag%C3%BCmr%C3%BCk_S.K.,Turkey,3345,Fatih Karagümrük,Istanbul,TR,41.0091982,28.9662187
634,Gaziantep F.K.,/wiki/Gaziantep_F.K.,Turkey,2012,Gaziantep FK,Gaziantep,TR,37.0628317,37.3792617
635,Göztepe S.K.,/wiki/G%C3%B6ztepe_S.K.,Turkey,1849,Göztepe SK,Izmir,TR,38.4224548,27.1310699
636,Konyaspor,/wiki/Konyaspor,Turkey,801,Konyaspor,Konya,TR,37.872734,32.4924376
637,İstanbul Başakşehir F.K.,/wiki/%C4%B0stanbul_Ba%C5%9Fak%C5%9Fehir_F.K.,Turkey,1226,Istanbul Başakşehir,İstanbul,TR,41.0091982,28.9662187
638,Çaykur Rizespor,/wiki/%C3%87aykur_Rizespor,Turkey,798,Caykur Rizespor,Rize,TR,41.0248249,40.5199142
639,Kasımpaşa S.K.,/wiki/Kas%C4%B1mpa%C5%9Fa_S.K.,Turkey,1449,Kasimpaşa SK,İstanbul,TR,41.0091982,28.9662187
640,Yeni Malatyaspor,/wiki/Yeni_Malatyaspor,Turkey,2529,Yeni Malatyaspor,Malatya,TR,38.3488506,38.3189466
641,Antalyaspor,/wiki/Antalyaspor,Turkey,795,Antalyaspor,Antalya,TR,36.8872942,30.7074549
642,Kayserispor,/wiki/Kayserispor,Turkey,490,Kayserispor,Kayseri,TR,38.7219011,35.4873214
643,Büyükşehir Belediye Erzurumspor,/wiki/B%C3%BCy%C3%BCk%C5%9Fehir_Belediye_Erzurumspor,Turkey,3989,Sivas Belediye Spor,Sivas,TR,39.7503572,37.0145185
644,MKE Ankaragücü,/wiki/MKE_Ankarag%C3%BCc%C3%BC,Turkey,511,MKE Ankaragücü,Ankara,TR,39.9207886,32.8540482
645,Gençlerbirliği S.K.,/wiki/Gen%C3%A7lerbirli%C4%9Fi_S.K.,Turkey,510,Gençlerbirliği,Ankara,TR,39.9207886,32.8540482
646,Denizlispor,/wiki/Denizlispor,Turkey,799,Denizlispor,Denizli,TR,37.7833152,29.0844832
647,FC Dynamo Kyiv,/wiki/FC_Dynamo_Kyiv,Ukraine,347,Dynamo Kyiv,Kiev,UA,50.4500336,30.5241361
648,FC Shakhtar Donetsk,/wiki/FC_Shakhtar_Donetsk,Ukraine,348,Shakhtar Donetsk,Donetsk,UA,48.0158753,37.8013407
649,FC Zorya Luhansk,/wiki/FC_Zorya_Luhansk,Ukraine,1099,Zorya Luhansk,Luhansk,UA,48.5717084,39.2973153
650,FC Kolos Kovalivka,/wiki/FC_Kolos_Kovalivka,Ukraine,4139,Kolos Kovalivka,Hlevakha,UA,50.259673,30.3059171
651,FC Vorskla Poltava,/wiki/FC_Vorskla_Poltava,Ukraine,1100,Vorskla Poltava,Poltava,UA,49.5897423,34.5507948
652,FC Desna Chernihiv,/wiki/FC_Desna_Chernihiv,Ukraine,2917,Desna Chernihiv,Chernihiv,UA,51.494099,31.294332
653,FC Lviv,/wiki/FC_Lviv,Ukraine,5206,PFC Lviv,Lviv,UA,49.841952,24.0315921
654,FC Oleksandriya,/wiki/FC_Oleksandriya,Ukraine,1748,FK Oleksandria,Oleksandria,UA,48.670609,33.1169742
655,FC Rukh Lviv,/wiki/FC_Rukh_Lviv,Ukraine,4136,Rukh Lviv,Lviv,UA,49.841952,24.0315921
656,FC Mariupol,/wiki/FC_Mariupol,Ukraine,505,FK Mariupol,Mariupol,UA,47.0957648,37.5499621
657,FC Inhulets Petrove,/wiki/FC_Inhulets_Petrove,Ukraine,4525,Inhulets Petrove,Petrove,UA,48.33607,33.26626
658,FC Olimpik Donetsk,/wiki/FC_Olimpik_Donetsk,Ukraine,2916,Olimpik Donetsk,Donetsk,UA,48.0158753,37.8013407
660,The New Saints F.C.,/wiki/The_New_Saints_F.C.,Great Britain,1054,The New Saints,Oswestry,GB,52.8603096,-3.0548201
661,Bala Town F.C.,/wiki/Bala_Town_F.C.,Great Britain,1668,Bala Town,Bala,GB,52.9112205,-3.59947
662,Newtown A.F.C.,/wiki/Newtown_A.F.C.,Great Britain,1050,Newtown AFC,Newtown,GB,52.5135785,-3.314371
663,Caernarfon Town F.C.,/wiki/Caernarfon_Town_F.C.,Great Britain,1042,Caernarfon Town,Caernarfon,GB,53.1394364,-4.2769751
664,Flint Town United F.C.,/wiki/Flint_Town_United_F.C.,Great Britain,4070,Flint Town United,Flint,GB,53.2492828,-3.1345262
665,Penybont F.C.,/wiki/Penybont_F.C.,Great Britain,5377,Penybont FC,Bridgend,GB,51.5049859,-3.5756674
666,Cardiff Metropolitan University F.C.,/wiki/Cardiff_Metropolitan_University_F.C.,Great Britain,4476,Cardiff Metropolitan University,Cyncoed,GB,51.5177851,-3.1641986
667,Aberystwyth Town F.C.,/wiki/Aberystwyth_Town_F.C.,Great Britain,1039,Aberystwyth Town,Aberystwyth,GB,52.4143113,-4.0816846
668,Connah's Quay Nomads F.C.,/wiki/Connah%27s_Quay_Nomads_F.C.,Great Britain,1045,Connah's Quay,Connah's Quay,GB,53.2199037,-3.0661782
669,Haverfordwest County A.F.C.,/wiki/Haverfordwest_County_A.F.C.,Great Britain,1047,Haverfordwest County,Haverfordwest,GB,51.8023297,-4.9651074
670,Barry Town United F.C.,/wiki/Barry_Town_United_F.C.,Great Britain,4849,Barry Town United,Barry,GB,51.4043548,-3.2690216
671,Cefn Druids A.F.C.,/wiki/Cefn_Druids_A.F.C.,Great Britain,1049,Cefn Druids,Cefn Mawr,GB,52.9731416,-3.072149
